Название,IMO,MMSI,Тип,Ссылка,Ошибка
SANTARLI,9207443,371111000,Cargo ship,https://www.vesselfinder.com/ru/vessels?name=SANTARLI,
,,,,https://www.vesselfinder.com/ru/vessels?name=SAOSHYANT,суда не найдены
,,,,https://www.vesselfinder.com/ru/vessels?name=SAPFIR 1,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SARGAN,"не все данные найдены: name='SARGAN', imo='', mmsi='', type='Cargo ship'"
,,,,https://www.vesselfinder.com/ru/vessels?name=SARONIC BREEZE,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SASCO ALDAN,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SASCO ANGARA,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SATURN,"не все данные найдены: name='SATURN', imo='', mmsi='', type='unknown type'"
,,,,https://www.vesselfinder.com/ru/vessels?name=SAWASDEE SINGAPORE,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SAYAMA 2,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SBH 2,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SC OCEAN LXI,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SCF ENDEAVOUR,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SCF ENTERPRISE,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SCF IRTYSH,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SCF VOLKHOV,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SCF YENISEI,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SCHOTSMAN,"не все данные найдены: name='SCHOTSMAN', imo='', mmsi='', type='Tanker'"
,,,,https://www.vesselfinder.com/ru/vessels?name=SDL MAYA,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SEA DIAMOND,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SEA EMPIRE,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SEA FUTURE,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SEA LAUNCH COMMANDER,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SEA LEO,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SEA MAJESTY,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SEA SAPPHIRE,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SEA TOPAZ,статус код: 400
SEAGEMINI,9895771,229073000,Tanker (HAZ-D),https://www.vesselfinder.com/ru/vessels?name=SEAGEMINI,
,,,,https://www.vesselfinder.com/ru/vessels?name=SEAGRAND,"не все данные найдены: name='SEAGRAND', imo='', mmsi='', type=''"
,,,,https://www.vesselfinder.com/ru/vessels?name=SEAWIND 1,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SENDAI TRADER,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SEOHO NO.17,статус код: 400
SEVRUGA,9549982,273335020,Tug,https://www.vesselfinder.com/ru/vessels?name=SEVRUGA,
,,,,https://www.vesselfinder.com/ru/vessels?name=SEYANG PRIME,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SEYOUNG1,суда не найдены
,,,,https://www.vesselfinder.com/ru/vessels?name=SHADOW,"не все данные найдены: name='SHADOW', imo='', mmsi='', type='Sailing vessel'"
,,,,https://www.vesselfinder.com/ru/vessels?name=SHAKHTERSK 5,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SHAKHTERSK 6,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SHANDONG DE HONG,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SHANDONG DE RUI,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SHANDONG DE XIANG,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SHANDONG DE YUN,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SHANS 106,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SHANTAR 1,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SHENG KANG HAI,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SHENG RONG 2068,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SHILKA,суда не найдены
SHIVELUCH,9260108,273425250,Unknown,https://www.vesselfinder.com/ru/vessels?name=SHIVELUCH,
,,,,https://www.vesselfinder.com/ru/vessels?name=SHLYUZOVOY 48,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SHONAN MARU NO.15,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SHORYU,"не все данные найдены: name='SHORYU', imo='', mmsi='', type=''"
,,,,https://www.vesselfinder.com/ru/vessels?name=SHUANG YU 10,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SHUN FU XING,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SHUN YUE 19,статус код: 400
SIBIRSKIJ,7808308,273270740,Tug,https://www.vesselfinder.com/ru/vessels?name=SIBIRSKIJ,
SIBIRTSEVO,8725876,273815110,Fishing vessel,https://www.vesselfinder.com/ru/vessels?name=SIBIRTSEVO,
,,,,https://www.vesselfinder.com/ru/vessels?name=SILK ROAD LIANG HUI,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SILVER DREAM,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SILVER WAY,статус код: 400
SIMUSHIR,9179385,273356170,Cargo ship,https://www.vesselfinder.com/ru/vessels?name=SIMUSHIR,
,,,,https://www.vesselfinder.com/ru/vessels?name=SINCERENICE 1,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SINOKOR HONGKONG,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SINOWAY ACT,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SISTRAUM,суда не найдены
SIVUCH,9157820,273418870,Tug,https://www.vesselfinder.com/ru/vessels?name=SIVUCH,
SIZIMAN,9113604,273396660,Cargo ship,https://www.vesselfinder.com/ru/vessels?name=SIZIMAN,
,,,,https://www.vesselfinder.com/ru/vessels?name=SKAT,"не все данные найдены: name='SKAT', imo='', mmsi='', type='Unknown'"
SLAVYANKA,8502432,273385860,Cargo ship,https://www.vesselfinder.com/ru/vessels?name=SLAVYANKA,
,,,,https://www.vesselfinder.com/ru/vessels?name=SLOMAN HERA,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SLV 311,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SMIT WAALHAVEN 1,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SMIT WAALHAVEN 3,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SMIT WAALHAVEN 7,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SMIT WAALHAVEN 8,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SNABZHENETS 8,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SOC GLORY,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SOCOL 10,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SOCOL 8,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SOCOL 9,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SOLAR LAI FONG,статус код: 400
SOLID,8804141,273349480,Fishing vessel,https://www.vesselfinder.com/ru/vessels?name=SOLID,
SOLSTRAUM,9157014,273291710,Tanker,https://www.vesselfinder.com/ru/vessels?name=SOLSTRAUM,
,,,,https://www.vesselfinder.com/ru/vessels?name=SOMBRA,"не все данные найдены: name='SOMBRA', imo='', mmsi='', type='Other type'"
,,,,https://www.vesselfinder.com/ru/vessels?name=SONGRIM HO,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SOSNOVKA 1,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SOSNOVKA 2,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SOSNOVKA 3,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SP 10,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SPA 010,статус код: 400
SPARTAK,8332540,238174840,Fishing vessel,https://www.vesselfinder.com/ru/vessels?name=SPARTAK,
,,,,https://www.vesselfinder.com/ru/vessels?name=SPIRIT OF LISBON,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SPK 27/35,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SPK 57150,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SPRING SALIM,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SPRING TIDE,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SRI PERKASA 35,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SRP 150 30,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=ST 77,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=ST. GERTRUD,статус код: 400
ST.MICHAELIS,9788473,563058100,Tanker,https://www.vesselfinder.com/ru/vessels?name=ST.MICHAELIS,
,,,,https://www.vesselfinder.com/ru/vessels?name=STAR 1,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=STAR CENTAURUS,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=STAR HOPE,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=STAR VIRGINIA,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=STELLAR RIONI,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=STENTOR,"не все данные найдены: name='STENTOR', imo='', mmsi='', type='Tug'"
,,,,https://www.vesselfinder.com/ru/vessels?name=STEPAN GEYTS,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=STOLT STRENGTH,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=STOLT VOYAGER,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=STR N OTRADNYY,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=STRAUSS,"не все данные найдены: name='STRAUSS', imo='', mmsi='', type='Pleasure craft'"
,,,,https://www.vesselfinder.com/ru/vessels?name=STRELOK,"не все данные найдены: name='STRELOK', imo='', mmsi='', type='Cargo ship'"
,,,,https://www.vesselfinder.com/ru/vessels?name=STRIGUN,"не все данные найдены: name='STRIGUN', imo='', mmsi='', type=''"
,,,,https://www.vesselfinder.com/ru/vessels?name=SUN 98,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SUN FREESIA,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SUN GLORY,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SUN JIN 101HO,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SUN JIN 9HO,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SUN RIO,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SUNGJIN ACE,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SUNJIN 2HO,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SUNJIN NO.101,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SUNJIN NO.6,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SUNJIN NO.606,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SUNJIN NO.7,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SUNJIN NO.8,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SUNJIN NO.802,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SUNJIN NO.803,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SUNNY LILY,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SUNRISE SPRING,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=SURFER ROSA,статус код: 400
SURKUM,9366677,273311160,Tug,https://www.vesselfinder.com/ru/vessels?name=SURKUM,
,,,,https://www.vesselfinder.com/ru/vessels?name=SVETLOMOR 3,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=TAEPYOUNGYANG,"не все данные найдены: name='TAEPYOUNGYANG', imo='', mmsi='', type='Unknown'"
TAIHAKUSAN,9410442,370727000,Cargo ship,https://www.vesselfinder.com/ru/vessels?name=TAIHAKUSAN,
,,,,https://www.vesselfinder.com/ru/vessels?name=TAILUNYOU196,суда не найдены
TAIMANIA,8803733,273356020,Fishing vessel,https://www.vesselfinder.com/ru/vessels?name=TAIMANIA,
TAIMYR,9105140,273432830,Tanker,https://www.vesselfinder.com/ru/vessels?name=TAIMYR,
TAMBOV,8225723,273512400,Cargo ship,https://www.vesselfinder.com/ru/vessels?name=TAMBOV,
,,,,https://www.vesselfinder.com/ru/vessels?name=TAVRICHESKY BRIDGE,статус код: 400
TAYFUN,8027183,273432650,Tug,https://www.vesselfinder.com/ru/vessels?name=TAYFUN,
,,,,https://www.vesselfinder.com/ru/vessels?name=TAYMEN,"не все данные найдены: name='TAYMEN', imo='', mmsi='', type=''"
,,,,https://www.vesselfinder.com/ru/vessels?name=TEATRALNY BRIDGE,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=TENRYU MARU,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=THUNDERCAT,"не все данные найдены: name='THUNDERCAT', imo='', mmsi='', type=''"
,,,,https://www.vesselfinder.com/ru/vessels?name=THYRA,"не все данные найдены: name='THYRA', imo='', mmsi='', type='Pleasure craft'"
,,,,https://www.vesselfinder.com/ru/vessels?name=TIAN LI,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=TIAN SHENG YOU 19,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=TIGR,"не все данные найдены: name='TIGR', imo='', mmsi='', type=''"
,,,,https://www.vesselfinder.com/ru/vessels?name=TIKHIY OCEAN,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=TOKI,"не все данные найдены: name='TOKI', imo='', mmsi='', type='Tug'"
,,,,https://www.vesselfinder.com/ru/vessels?name=TONG LI,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=TONG YUAN,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=TOR,"не все данные найдены: name='TOR', imo='', mmsi='', type='WIG'"
,,,,https://www.vesselfinder.com/ru/vessels?name=TORGOVY BRIDGE,статус код: 400
TORLAND,9840104,265028000,Fishing vessel,https://www.vesselfinder.com/ru/vessels?name=TORLAND,
,,,,https://www.vesselfinder.com/ru/vessels?name=TORM ASLAUG,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=TORNADO,"не все данные найдены: name='TORNADO', imo='', mmsi='', type='Pleasure craft'"
,,,,https://www.vesselfinder.com/ru/vessels?name=TORON,"не все данные найдены: name='TORON', imo='', mmsi='', type=''"
,,,,https://www.vesselfinder.com/ru/vessels?name=TOWER BRIDGE,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=TRANSAS,суда не найдены
,,,,https://www.vesselfinder.com/ru/vessels?name=TRANSPORTER,"не все данные найдены: name='TRANSPORTER', imo='', mmsi='', type='Passenger ship'"
,,,,https://www.vesselfinder.com/ru/vessels?name=TRANSSIB BRIDGE,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=TRAWIND FORTUNE,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=TRAWIND GLORY,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=TREASURE STAR,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=TRF MOBILE,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=TRITON,"не все данные найдены: name='TRITON', imo='', mmsi='', type='Pleasure craft'"
,,,,https://www.vesselfinder.com/ru/vessels?name=TROITSKY BRIDGE,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=TSIKLON,"не все данные найдены: name='TSIKLON', imo='', mmsi='', type=''"
TUGNUY,9533983,273330410,Unknown,https://www.vesselfinder.com/ru/vessels?name=TUGNUY,
,,,,https://www.vesselfinder.com/ru/vessels?name=TVERSKOY BRIDGE,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=TW JIANGSU,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=TWIN DRAGON,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=TY EVER,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=TYDA KYRA,статус код: 400
UDACHNYI,9339167,273396890,Towing vessel (tow>200),https://www.vesselfinder.com/ru/vessels?name=UDACHNYI,
,,,,https://www.vesselfinder.com/ru/vessels?name=ULSANPILOT3,"не все данные найдены: name='ULSANPILOT3', imo='', mmsi='', type='Unknown'"
ULTIMATE,9152428,273418340,Fishing vessel,https://www.vesselfinder.com/ru/vessels?name=ULTIMATE,
,,,,https://www.vesselfinder.com/ru/vessels?name=ULTIMATE 1,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=ULTRA SASKATOON,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=UM ELHANAYA,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=UNHWAHO,"не все данные найдены: name='UNHWAHO', imo='', mmsi='', type='Unknown'"
,,,,https://www.vesselfinder.com/ru/vessels?name=UNICORN,"не все данные найдены: name='UNICORN', imo='', mmsi='', type='Pleasure craft'"
,,,,https://www.vesselfinder.com/ru/vessels?name=UNION GLORY,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=UNIQUE HARMONY,статус код: 400
URAL,9658642,273618600,Other type,https://www.vesselfinder.com/ru/vessels?name=URAL,
URAN,8727408,273446880,Tug,https://www.vesselfinder.com/ru/vessels?name=URAN,
URGAL,9443671,273252280,Tanker,https://www.vesselfinder.com/ru/vessels?name=URGAL,
,,,,https://www.vesselfinder.com/ru/vessels?name=USMA,"не все данные найдены: name='USMA', imo='', mmsi='', type=''"
,,,,https://www.vesselfinder.com/ru/vessels?name=V GALAXY,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=V LUCKY,статус код: 400
VAGIS,9376476,273310540,Unknown,https://www.vesselfinder.com/ru/vessels?name=VAGIS,
,,,,https://www.vesselfinder.com/ru/vessels?name=VALERIY ONISCHUK,статус код: 400
VALOR,9993717,319325600,Pleasure craft,https://www.vesselfinder.com/ru/vessels?name=VALOR,
,,,,https://www.vesselfinder.com/ru/vessels?name=VAN CONTINENT,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=VANINO,"не все данные найдены: name='VANINO', imo='', mmsi='', type=''"
,,,,https://www.vesselfinder.com/ru/vessels?name=VASILIY MALOV,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=VASILIY POLESHCHUK,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=VASILIY SHUKSHIN,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=VASILIY ZAVOYKO,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=VB EBRO,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=VECTOR,"не все данные найдены: name='VECTOR', imo='', mmsi='', type='Port tender'"
,,,,https://www.vesselfinder.com/ru/vessels?name=VEGA EVEREST,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=VELES,"не все данные найдены: name='VELES', imo='', mmsi='', type=''"
,,,,https://www.vesselfinder.com/ru/vessels?name=VELIKIY NOVGOROD,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=VF GLORY,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=VF TANKER 15,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=VICTORIOUS,"не все данные найдены: name='VICTORIOUS', imo='', mmsi='', type=''"
VIKHREVOY,9360075,273315070,Unknown,https://www.vesselfinder.com/ru/vessels?name=VIKHREVOY,
,,,,https://www.vesselfinder.com/ru/vessels?name=VIKTOR KUSKOV,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=VIKTOR TITOV,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=VIKTOR VOROTYLO,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=VILIGA,суда не найдены
VILYUY,8805303,273215420,Fishing vessel,https://www.vesselfinder.com/ru/vessels?name=VILYUY,
,,,,https://www.vesselfinder.com/ru/vessels?name=VIOLET ACE,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=VLADIMIR ARSENYEV,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=VLADIMIR GUSAROV,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=VLADIMIR VINOGRADOV,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=VLADIMIR VYSOTSKY,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=VOLGA 4011,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=VOLHARDING 5,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=VOSTOK 3,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=VOSTOK 5,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=VOSTOK 6,статус код: 400
VOSTRETSOVO,8711851,273819060,Tanker,https://www.vesselfinder.com/ru/vessels?name=VOSTRETSOVO,
,,,,https://www.vesselfinder.com/ru/vessels?name=VYACHESLAV TIKHONOV,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=WALVIS,"не все данные найдены: name='WALVIS', imo='', mmsi='', type='Sailing vessel'"
,,,,https://www.vesselfinder.com/ru/vessels?name=WAN HONG,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=WAN LI,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=WANG JIA,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=WATERBOOT 2,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=WEALTHY LOYAL,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=WESTERN ENTERPRISE,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=WHISKY CHALLENGER,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=WHITE PEARL,статус код: 400
WINCA,9076399,374885000,Cargo ship,https://www.vesselfinder.com/ru/vessels?name=WINCA,
,,,,https://www.vesselfinder.com/ru/vessels?name=WONDER MIMOSA,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=WOO SEOK,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=WOO SUNG NO.55,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=WOORI SKY,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=WOORI SUN,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=WOOSHINHO,суда не найдены
,,,,https://www.vesselfinder.com/ru/vessels?name=WOOSUNG NO52,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=WOOWONHO,"не все данные найдены: name='WOOWONHO', imo='', mmsi='', type='Tanker'"
,,,,https://www.vesselfinder.com/ru/vessels?name=WORLD NO3,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=WU ZHOU 8,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=XIA GUANG 1,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=XIANG HAN 8,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=XIANG HONG 59,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=XIANG YUAN,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=XIN BIN ZHOU,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=XIN BO,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=XIN HAI ZHOU 2,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=XIN HAI ZHOU 7,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=XIN HUA YUAN,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=XIN QI XIANG 217,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=XIN RUN,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=XIN SHI JI 66,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=XIN TAI YUAN,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=XIN WU ZHOU 1,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=XIN XIN HAI 1,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=XIN ZHOU XING,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=XIU SHAN,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=XO COPENHAGEN,статус код: 400
YAHONT,8504545,273382320,Fishing vessel,https://www.vesselfinder.com/ru/vessels?name=YAHONT,
,,,,https://www.vesselfinder.com/ru/vessels?name=YANG FAN,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=YANG GANG TUO 5,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=YANGTZE IMPRESSION,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=YEROFEY KHABAROV,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=YING LI,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=YONG FENG DA 26,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=YONG JIN,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=YONG RUN 06,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=YONG YUE 7,статус код: 400
YOUNGHEUNG,9502934,538007072,Cargo ship,https://www.vesselfinder.com/ru/vessels?name=YOUNGHEUNG,
,,,,https://www.vesselfinder.com/ru/vessels?name=YU QIANG,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=YU SUNG HO,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=YUAN XIANG YOU 27,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=YUGO VOSTOCK 1,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=YUGO VOSTOCK 3,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=YUGO VOSTOCK 5,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=YUN TONG,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=YUYO,"не все данные найдены: name='YUYO', imo='', mmsi='', type=''"
,,,,https://www.vesselfinder.com/ru/vessels?name=ZAGREB,"не все данные найдены: name='ZAGREB', imo='', mmsi='', type='Sailing vessel'"
,,,,https://www.vesselfinder.com/ru/vessels?name=ZALIV AMERIKA,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=ZALIV BAIKAL,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=ZALIV PETRA,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=ZANA,"не все данные найдены: name='ZANA', imo='', mmsi='', type=''"
,,,,https://www.vesselfinder.com/ru/vessels?name=ZENO,"не все данные найдены: name='ZENO', imo='', mmsi='', type='Sailing vessel'"
,,,,https://www.vesselfinder.com/ru/vessels?name=ZHE HAI 519,статус код: 400
,,,,https://www.vesselfinder.com/ru/vessels?name=ZHE HAI 526,статус код: 400
